crc32,item
3349514876,UECAPA_NR_RF_BAND_22_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_3_TOTALNUM_TXPORTS_PERBAND_DS
902005697,UECAPA_NR_RF_BAND_22_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_4_TOTALNUM_TXPORTS_PERBAND_DS
1695715961,UECAPA_NR_RF_BAND_22_MIMO_CSIRS_IM_RECPFORFB_MAXCONFIGNUM_NZPCSIRS_PERCC_DS
1405648733,UECAPA_NR_RF_BAND_22_MIMO_CSIRS_IM_RECPFORFB_MAXCONFIGNUM_PORTS_NZPCSIRS_PERCC_DS
1279938636,UECAPA_NR_RF_BAND_22_MIMO_CSIRS_IM_RECPFORFB_MAXCONFIGNUM_CSIIM_PERCC_DS
3369645874,UECAPA_NR_RF_BAND_22_MIMO_CSIRS_IM_RECPFORFB_MAXSIMULNUM_NZPCSIRS_PERCC_DS
2515529752,UECAPA_NR_RF_BAND_22_MIMO_CSIRS_IM_RECPFORFB_TOTALSIMULNUM_PORTS_NZPCSIRS_PERCC_DS
4137707335,UECAPA_NR_RF_BAND_22_MIMO_CSIREPORT_FWK_MAXNUM_PCSI_PERBWP_CSIREPORT_DS
149847389,UECAPA_NR_RF_BAND_22_MIMO_CSIREPORT_FWK_MAXNUM_ACSI_PERBWP_CSIREPORT_DS
2931744060,UECAPA_NR_RF_BAND_22_MIMO_CSIREPORT_FWK_MAXNUM_SPCSI_PERBWP_CSIREPORT_DS
3674369430,UECAPA_NR_RF_BAND_22_MIMO_CSIREPORT_FWK_SIMUL_CSIREPORT_PERCC_DS
91121181,UECAPA_NR_RF_BAND_22_MIMO_CSIREPORT_FWK_MAXNUM_PCSI_PERBWP_BEAMREPORT_DS
4176662909,UECAPA_NR_RF_BAND_22_MIMO_CSIREPORT_FWK_MAXNUM_ACSI_PERBWP_BEAMREPORT_DS
1656285902,UECAPA_NR_RF_BAND_22_MIMO_CSIREPORT_FWK_MAXNUM_ACSITS_PERCC_DS
3269578771,UECAPA_NR_RF_BAND_22_MIMO_CSIREPORT_FWK_MAXNUM_SPCSI_PERBWP_BEAMREPORT_DS
249431232,UECAPA_NR_RF_BAND_22_SPATIAL_REL_BM_DS
463245783,UECAPA_NR_RF_BAND_22_MAX_NUM_CONFIG_SPATIAL_REL_DS
3795166876,UECAPA_NR_RF_BAND_22_MAX_NUM_ACTIVE_SPATIAL_REL_DS
4193588453,UECAPA_NR_RF_BAND_22_DL_RS_QCL_TYPE_D_DS
153263514,UECAPA_NR_RF_BAND_22_ASYMMETRIC_BCS_DS
1259287085,UECAPA_NR_RF_BAND_23_FBI_DS
2602646873,UECAPA_NR_RF_BAND_23_BM_DS
3169900178,UECAPA_NR_RF_BAND_23_MPR_DS
1641975432,UECAPA_NR_RF_BAND_23_PC_DS
110679474,UECAPA_NR_RF_BAND_23_FR1_PC2_UL_DUTYCYCLE_DS
1558394038,UECAPA_NR_RF_BAND_23_SRS_TX_SWITCH_PORT_DS
3335291044,UECAPA_NR_RF_BAND_23_SRS_TX_SWITCH_IMPACT_RX_DS
3252261341,UECAPA_NR_RF_BAND_23_SRS_TX_SWITCH_ANOTHER_BAND_DS
2516331677,UECAPA_NR_RF_BAND_23_SRS_TX_SWITCH_PORT_SA_DS
2703625724,UECAPA_NR_RF_BAND_23_SRS_TX_SWITCH_IMPACT_RX_SA_DS
3288504799,UECAPA_NR_RF_BAND_23_SRS_TX_SWITCH_ANOTHER_BAND_SA_DS
3484153473,UECAPA_NR_RF_BAND_23_CHDL_SCS15_DS
2192922067,UECAPA_NR_RF_BAND_23_CHDL_SCS30_DS
1247140515,UECAPA_NR_RF_BAND_23_CHDL_SCS60_DS
2122646721,UECAPA_NR_RF_BAND_23_CHDL_SCS120_DS
2698243466,UECAPA_NR_RF_BAND_23_CHUL_SCS15_DS
3989655256,UECAPA_NR_RF_BAND_23_CHUL_SCS30_DS
623755688,UECAPA_NR_RF_BAND_23_CHUL_SCS60_DS
3912803666,UECAPA_NR_RF_BAND_23_CHUL_SCS120_DS
2815716563,UECAPA_NR_RF_BAND_23_CHDL_V1590_SCS15_DS
3939159937,UECAPA_NR_RF_BAND_23_CHDL_V1590_SCS30_DS
573194481,UECAPA_NR_RF_BAND_23_CHDL_V1590_SCS60_DS
4220013443,UECAPA_NR_RF_BAND_23_CHDL_V1590_SCS120_DS
925056749,UECAPA_NR_RF_BAND_23_CHUL_V1590_SCS15_DS
2050858431,UECAPA_NR_RF_BAND_23_CHUL_V1590_SCS30_DS
3000832719,UECAPA_NR_RF_BAND_23_CHUL_V1590_SCS60_DS
981049722,UECAPA_NR_RF_BAND_23_CHUL_V1590_SCS120_DS
4147955072,UECAPA_NR_RF_BAND_23_MIMO_BM_DS
3724400084,UECAPA_NR_RF_BAND_23_MIMO_TCI_MAXNUM_PERCC_DS
2997632621,UECAPA_NR_RF_BAND_23_MIMO_TCI_MAXNUM_PERBWP_DS
3839369652,UECAPA_NR_RF_BAND_23_MIMO_PUSCH_COHER_DS
3392417057,UECAPA_NR_RF_BAND_23_MIMO_MAXNUM_RXBEAM_DS
53265858,UECAPA_NR_RF_BAND_23_MIMO_MAXNUM_NONGRP_BEAMREPORT_DS
1301506946,UECAPA_NR_RF_BAND_23_MIMO_ULBEAM_MAXNUM_SRSRSCE_DS
4228258895,UECAPA_NR_RF_BAND_23_MIMO_ULBEAM_MAXNUM_SRSSET_DS
2223234237,UECAPA_NR_RF_BAND_23_MIMO_MAXNUM_CSIRS_BFD_DS
1376290326,UECAPA_NR_RF_BAND_23_MIMO_MAXNUM_SSBBFD_DS
2965769151,UECAPA_NR_RF_BAND_23_MIMO_MAXNUM_CSIRS_SSBCBD_DS
765103512,UECAPA_NR_RF_BAND_23_MIMO_MAXNUM_SIMUL_SRSPERCC_DS
2773135953,UECAPA_NR_RF_BAND_23_MIMO_BEAMREPORT_TIME15KHZ_DS
3042417291,UECAPA_NR_RF_BAND_23_MIMO_BEAMREPORT_TIME30KHZ_DS
4256666863,UECAPA_NR_RF_BAND_23_MIMO_BEAMREPORT_TIME60KHZ_DS
1721354146,UECAPA_NR_RF_BAND_23_MIMO_BEAMREPORT_TIME120KHZ_DS
3879715006,UECAPA_NR_RF_BAND_23_MIMO_BEAMMGT_MAXNUM_SSBCSIRS_ONETX_DS
2876757470,UECAPA_NR_RF_BAND_23_MIMO_BEAMMGT_MAXNUM_CSIRS_TWOTX_DS
2527230863,UECAPA_NR_RF_BAND_23_MIMO_BEAMMGT_CSIRS_DENSITY_DS
1396442453,UECAPA_NR_RF_BAND_23_MIMO_BEAMMGT_MAXNUM_CSIRS_RSCE_DS
2548390992,UECAPA_NR_RF_BAND_23_MIMO_BEAMMGT_MAXNUM_ACSIRS_RSCE_DS
2530576587,UECAPA_NR_RF_BAND_23_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_15KHZ_DS
2261295121,UECAPA_NR_RF_BAND_23_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_30KHZ_DS
3458772597,UECAPA_NR_RF_BAND_23_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_60KHZ_DS
1987060418,UECAPA_NR_RF_BAND_23_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_120KHZ_DS
2308052864,UECAPA_NR_RF_BAND_23_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_240KHZ_DS
576810655,UECAPA_NR_RF_BAND_23_MIMO_CSIRS_TRACK_BURSTLEN_DS
2045776306,UECAPA_NR_RF_BAND_23_MIMO_CSIRS_TRACK_MAX_SIMUL_RSETS_PERCC_DS
2469336550,UECAPA_NR_RF_BAND_23_MIMO_CSIRS_TRACK_MAX_CONFIG_RSETS_PERCC_DS
2407137899,UECAPA_NR_RF_BAND_23_MIMO_CSIRS_TRACK_MAX_CONFIG_RSETS_ALLCC_DS
216587470,UECAPA_NR_RF_BAND_23_MIMO_BEAMSWITCH_TIME_SCS60KHZ_DS
704743604,UECAPA_NR_RF_BAND_23_MIMO_BEAMSWITCH_TIME_SCS120KHZ_DS
1173462442,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_MODE_DS
198216660,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_MAXNUM_CSIRS_PERRSET_DS
1698962513,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_1_MAXNUM_TXPORT_PERRSCE_DS
2534666665,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_2_MAXNUM_TXPORT_PERRSCE_DS
1879988030,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_3_MAXNUM_TXPORT_PERRSCE_DS
2832018456,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_4_MAXNUM_TXPORT_PERRSCE_DS
1860676568,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_1_MAXNUM_RSCE_PERBAND_DS
922288880,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_2_MAXNUM_RSCE_PERBAND_DS
3084675031,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_3_MAXNUM_RSCE_PERBAND_DS
2261012640,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_4_MAXNUM_RSCE_PERBAND_DS
4133905466,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_1_TOTALNUM_TXPORTS_PERBAND_DS
1399721814,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_2_TOTALNUM_TXPORTS_PERBAND_DS
812242546,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_3_TOTALNUM_TXPORTS_PERBAND_DS
3255820239,UECAPA_NR_RF_BAND_23_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_4_TOTALNUM_TXPORTS_PERBAND_DS
2022146478,UECAPA_NR_RF_BAND_23_MIMO_CSIRS_IM_RECPFORFB_MAXCONFIGNUM_NZPCSIRS_PERCC_DS
3855851309,UECAPA_NR_RF_BAND_23_MIMO_CSIRS_IM_RECPFORFB_MAXCONFIGNUM_PORTS_NZPCSIRS_PERCC_DS
848486413,UECAPA_NR_RF_BAND_23_MIMO_CSIRS_IM_RECPFORFB_MAXCONFIGNUM_CSIIM_PERCC_DS
3940221986,UECAPA_NR_RF_BAND_23_MIMO_CSIRS_IM_RECPFORFB_MAXSIMULNUM_NZPCSIRS_PERCC_DS
3311180484,UECAPA_NR_RF_BAND_23_MIMO_CSIRS_IM_RECPFORFB_TOTALSIMULNUM_PORTS_NZPCSIRS_PERCC_DS
2674694986,UECAPA_NR_RF_BAND_23_MIMO_CSIREPORT_FWK_MAXNUM_PCSI_PERBWP_CSIREPORT_DS
1629651280,UECAPA_NR_RF_BAND_23_MIMO_CSIREPORT_FWK_MAXNUM_ACSI_PERBWP_CSIREPORT_DS
3496373629,UECAPA_NR_RF_BAND_23_MIMO_CSIREPORT_FWK_MAXNUM_SPCSI_PERBWP_CSIREPORT_DS
2022983130,UECAPA_NR_RF_BAND_23_MIMO_CSIREPORT_FWK_SIMUL_CSIREPORT_PERCC_DS
2075579996,UECAPA_NR_RF_BAND_23_MIMO_CSIREPORT_FWK_MAXNUM_PCSI_PERBWP_BEAMREPORT_DS
2250924348,UECAPA_NR_RF_BAND_23_MIMO_CSIREPORT_FWK_MAXNUM_ACSI_PERBWP_BEAMREPORT_DS
631970869,UECAPA_NR_RF_BAND_23_MIMO_CSIREPORT_FWK_MAXNUM_ACSITS_PERCC_DS
3276044709,UECAPA_NR_RF_BAND_23_MIMO_CSIREPORT_FWK_MAXNUM_SPCSI_PERBWP_BEAMREPORT_DS
3644621976,UECAPA_NR_RF_BAND_23_SPATIAL_REL_BM_DS
360413446,UECAPA_NR_RF_BAND_23_MAX_NUM_CONFIG_SPATIAL_REL_DS
3973205581,UECAPA_NR_RF_BAND_23_MAX_NUM_ACTIVE_SPATIAL_REL_DS
1714395003,UECAPA_NR_RF_BAND_23_DL_RS_QCL_TYPE_D_DS
3737132482,UECAPA_NR_RF_BAND_23_ASYMMETRIC_BCS_DS
1103772468,UECAPA_NR_RF_BAND_24_FBI_DS
1585841111,UECAPA_NR_RF_BAND_24_BM_DS
3056983947,UECAPA_NR_RF_BAND_24_MPR_DS
2759438342,UECAPA_NR_RF_BAND_24_PC_DS
3368560922,UECAPA_NR_RF_BAND_24_FR1_PC2_UL_DUTYCYCLE_DS
710585368,UECAPA_NR_RF_BAND_24_SRS_TX_SWITCH_PORT_DS
3267720183,UECAPA_NR_RF_BAND_24_SRS_TX_SWITCH_IMPACT_RX_DS
3916303338,UECAPA_NR_RF_BAND_24_SRS_TX_SWITCH_ANOTHER_BAND_DS
1295996859,UECAPA_NR_RF_BAND_24_SRS_TX_SWITCH_PORT_SA_DS
2308020171,UECAPA_NR_RF_BAND_24_SRS_TX_SWITCH_IMPACT_RX_SA_DS
999108189,UECAPA_NR_RF_BAND_24_SRS_TX_SWITCH_ANOTHER_BAND_SA_DS
1420491163,UECAPA_NR_RF_BAND_24_CHDL_SCS15_DS
431250121,UECAPA_NR_RF_BAND_24_CHDL_SCS30_DS
3511997881,UECAPA_NR_RF_BAND_24_CHDL_SCS60_DS
2206006452,UECAPA_NR_RF_BAND_24_CHDL_SCS120_DS
1003676304,UECAPA_NR_RF_BAND_24_CHUL_SCS15_DS
1993097666,UECAPA_NR_RF_BAND_24_CHUL_SCS30_DS
3190607538,UECAPA_NR_RF_BAND_24_CHUL_SCS60_DS
348216615,UECAPA_NR_RF_BAND_24_CHUL_SCS120_DS
3459508875,UECAPA_NR_RF_BAND_24_CHDL_V1590_SCS15_DS
2200783321,UECAPA_NR_RF_BAND_24_CHDL_V1590_SCS30_DS
1271776937,UECAPA_NR_RF_BAND_24_CHDL_V1590_SCS60_DS
2656138691,UECAPA_NR_RF_BAND_24_CHDL_V1590_SCS120_DS
1589950645,UECAPA_NR_RF_BAND_24_CHUL_V1590_SCS15_DS
333061095,UECAPA_NR_RF_BAND_24_CHUL_V1590_SCS30_DS
3678049431,UECAPA_NR_RF_BAND_24_CHUL_V1590_SCS60_DS
1604362042,UECAPA_NR_RF_BAND_24_CHUL_V1590_SCS120_DS
2208574479,UECAPA_NR_RF_BAND_24_MIMO_BM_DS
87994098,UECAPA_NR_RF_BAND_24_MIMO_TCI_MAXNUM_PERCC_DS
1618573547,UECAPA_NR_RF_BAND_24_MIMO_TCI_MAXNUM_PERBWP_DS
2369759212,UECAPA_NR_RF_BAND_24_MIMO_PUSCH_COHER_DS
3163403663,UECAPA_NR_RF_BAND_24_MIMO_MAXNUM_RXBEAM_DS
4238570048,UECAPA_NR_RF_BAND_24_MIMO_MAXNUM_NONGRP_BEAMREPORT_DS
1696919989,UECAPA_NR_RF_BAND_24_MIMO_ULBEAM_MAXNUM_SRSRSCE_DS
1227142519,UECAPA_NR_RF_BAND_24_MIMO_ULBEAM_MAXNUM_SRSSET_DS
1547741083,UECAPA_NR_RF_BAND_24_MIMO_MAXNUM_CSIRS_BFD_DS
615587512,UECAPA_NR_RF_BAND_24_MIMO_MAXNUM_SSBBFD_DS
1117782530,UECAPA_NR_RF_BAND_24_MIMO_MAXNUM_CSIRS_SSBCBD_DS
86841263,UECAPA_NR_RF_BAND_24_MIMO_MAXNUM_SIMUL_SRSPERCC_DS
275258217,UECAPA_NR_RF_BAND_24_MIMO_BEAMREPORT_TIME15KHZ_DS
7680947,UECAPA_NR_RF_BAND_24_MIMO_BEAMREPORT_TIME30KHZ_DS
1217740247,UECAPA_NR_RF_BAND_24_MIMO_BEAMREPORT_TIME60KHZ_DS
1311661461,UECAPA_NR_RF_BAND_24_MIMO_BEAMREPORT_TIME120KHZ_DS
3589403808,UECAPA_NR_RF_BAND_24_MIMO_BEAMMGT_MAXNUM_SSBCSIRS_ONETX_DS
4157077175,UECAPA_NR_RF_BAND_24_MIMO_BEAMMGT_MAXNUM_CSIRS_TWOTX_DS
3189105080,UECAPA_NR_RF_BAND_24_MIMO_BEAMMGT_CSIRS_DENSITY_DS
1349871854,UECAPA_NR_RF_BAND_24_MIMO_BEAMMGT_MAXNUM_CSIRS_RSCE_DS
3411377977,UECAPA_NR_RF_BAND_24_MIMO_BEAMMGT_MAXNUM_ACSIRS_RSCE_DS
1827175324,UECAPA_NR_RF_BAND_24_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_15KHZ_DS
2096452422,UECAPA_NR_RF_BAND_24_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_30KHZ_DS
873815330,UECAPA_NR_RF_BAND_24_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_60KHZ_DS
2206587750,UECAPA_NR_RF_BAND_24_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_120KHZ_DS
2087185956,UECAPA_NR_RF_BAND_24_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_240KHZ_DS
2537801639,UECAPA_NR_RF_BAND_24_MIMO_CSIRS_TRACK_BURSTLEN_DS
2012927762,UECAPA_NR_RF_BAND_24_MIMO_CSIRS_TRACK_MAX_SIMUL_RSETS_PERCC_DS
1173863624,UECAPA_NR_RF_BAND_24_MIMO_CSIRS_TRACK_MAX_CONFIG_RSETS_PERCC_DS
1503832901,UECAPA_NR_RF_BAND_24_MIMO_CSIRS_TRACK_MAX_CONFIG_RSETS_ALLCC_DS
4083641164,UECAPA_NR_RF_BAND_24_MIMO_BEAMSWITCH_TIME_SCS60KHZ_DS
692643087,UECAPA_NR_RF_BAND_24_MIMO_BEAMSWITCH_TIME_SCS120KHZ_DS
1186525201,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_MODE_DS
284908526,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_MAXNUM_CSIRS_PERRSET_DS
805810945,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_1_MAXNUM_TXPORT_PERRSCE_DS
3260047097,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_2_MAXNUM_TXPORT_PERRSCE_DS
625866862,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_3_MAXNUM_TXPORT_PERRSCE_DS
4253975368,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_4_MAXNUM_TXPORT_PERRSCE_DS
2384881015,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_1_MAXNUM_RSCE_PERBAND_DS
3594046559,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_2_MAXNUM_RSCE_PERBAND_DS
1461561720,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_3_MAXNUM_RSCE_PERBAND_DS
1711644175,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_4_MAXNUM_RSCE_PERBAND_DS
1553005267,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_1_TOTALNUM_TXPORTS_PERBAND_DS
4187525567,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_2_TOTALNUM_TXPORTS_PERBAND_DS
2594130075,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_3_TOTALNUM_TXPORTS_PERBAND_DS
1761165606,UECAPA_NR_RF_BAND_24_MIMO_CODEBOOK_TYPE1SINGLE_SUPP_CSIRS_RSCE_4_TOTALNUM_TXPORTS_PERBAND_DS
678230667,UECAPA_NR_RF_BAND_24_MIMO_CSIRS_IM_RECPFORFB_MAXCONFIGNUM_NZPCSIRS_PERCC_DS
1366438655,UECAPA_NR_RF_BAND_24_MIMO_CSIRS_IM_RECPFORFB_MAXCONFIGNUM_PORTS_NZPCSIRS_PERCC_DS
2447964043,UECAPA_NR_RF_BAND_24_MIMO_CSIRS_IM_RECPFORFB_MAXCONFIGNUM_CSIIM_PERCC_DS
80813394,UECAPA_NR_RF_BAND_24_MIMO_CSIRS_IM_RECPFORFB_MAXSIMULNUM_NZPCSIRS_PERCC_DS
2905966737,UECAPA_NR_RF_BAND_24_MIMO_CSIRS_IM_RECPFORFB_TOTALSIMULNUM_PORTS_NZPCSIRS_PERCC_DS
1501260072,UECAPA_NR_RF_BAND_24_MIMO_CSIREPORT_FWK_MAXNUM_PCSI_PERBWP_CSIREPORT_DS
2805297970,UECAPA_NR_RF_BAND_24_MIMO_CSIREPORT_FWK_MAXNUM_ACSI_PERBWP_CSIREPORT_DS
1931246331,UECAPA_NR_RF_BAND_24_MIMO_CSIREPORT_FWK_MAXNUM_SPCSI_PERBWP_CSIREPORT_DS
2761199804,UECAPA_NR_RF_BAND_24_MIMO_CSIREPORT_FWK_SIMUL_CSIREPORT_PERCC_DS
3637297626,UECAPA_NR_RF_BAND_24_MIMO_CSIREPORT_FWK_MAXNUM_PCSI_PERBWP_BEAMREPORT_DS
626030266,UECAPA_NR_RF_BAND_24_MIMO_CSIREPORT_FWK_MAXNUM_ACSI_PERBWP_BEAMREPORT_DS
732027541,UECAPA_NR_RF_BAND_24_MIMO_CSIREPORT_FWK_MAXNUM_ACSITS_PERCC_DS
3342607783,UECAPA_NR_RF_BAND_24_MIMO_CSIREPORT_FWK_MAXNUM_SPCSI_PERBWP_BEAMREPORT_DS
2466385875,UECAPA_NR_RF_BAND_24_SPATIAL_REL_BM_DS
1036837681,UECAPA_NR_RF_BAND_24_MAX_NUM_CONFIG_SPATIAL_REL_DS
3295007866,UECAPA_NR_RF_BAND_24_MAX_NUM_ACTIVE_SPATIAL_REL_DS
264769827,UECAPA_NR_RF_BAND_24_DL_RS_QCL_TYPE_D_DS
2499712649,UECAPA_NR_RF_BAND_24_ASYMMETRIC_BCS_DS
2371894186,UECAPA_NR_RF_BAND_25_FBI_DS
4176545891,UECAPA_NR_RF_BAND_25_BM_DS
2057297685,UECAPA_NR_RF_BAND_25_MPR_DS
34519986,UECAPA_NR_RF_BAND_25_PC_DS
1833154836,UECAPA_NR_RF_BAND_25_FR1_PC2_UL_DUTYCYCLE_DS
2972272332,UECAPA_NR_RF_BAND_25_SRS_TX_SWITCH_PORT_DS
3278933738,UECAPA_NR_RF_BAND_25_SRS_TX_SWITCH_IMPACT_RX_DS
3884573499,UECAPA_NR_RF_BAND_25_SRS_TX_SWITCH_ANOTHER_BAND_DS
2854416684,UECAPA_NR_RF_BAND_25_SRS_TX_SWITCH_PORT_SA_DS
2272689946,UECAPA_NR_RF_BAND_25_SRS_TX_SWITCH_IMPACT_RX_SA_DS
521109355,UECAPA_NR_RF_BAND_25_SRS_TX_SWITCH_ANOTHER_BAND_SA_DS
3981517427,UECAPA_NR_RF_BAND_25_CHDL_SCS15_DS
2689564961,UECAPA_NR_RF_BAND_25_CHDL_SCS30_DS
1756302929,UECAPA_NR_RF_BAND_25_CHDL_SCS60_DS
756313381,UECAPA_NR_RF_BAND_25_CHDL_SCS120_DS
2183739768,UECAPA_NR_RF_BAND_25_CHUL_SCS15_DS
3476527658,UECAPA_NR_RF_BAND_25_CHUL_SCS30_DS
131536218,UECAPA_NR_RF_BAND_25_CHUL_SCS60_DS
3131690166,UECAPA_NR_RF_BAND_25_CHUL_SCS120_DS
1374251285,UECAPA_NR_RF_BAND_25_CHDL_V1590_SCS15_DS
486001223,UECAPA_NR_RF_BAND_25_CHDL_V1590_SCS30_DS
3558294839,UECAPA_NR_RF_BAND_25_CHDL_V1590_SCS60_DS
2306412803,UECAPA_NR_RF_BAND_25_CHDL_V1590_SCS120_DS
3239983915,UECAPA_NR_RF_BAND_25_CHUL_V1590_SCS15_DS
2348849273,UECAPA_NR_RF_BAND_25_CHUL_V1590_SCS30_DS
1155536649,UECAPA_NR_RF_BAND_25_CHUL_V1590_SCS60_DS
1216936954,UECAPA_NR_RF_BAND_25_CHUL_V1590_SCS120_DS
402743392,UECAPA_NR_RF_BAND_25_MIMO_BM_DS
3793946725,UECAPA_NR_RF_BAND_25_MIMO_TCI_MAXNUM_PERCC_DS
250962858,UECAPA_NR_RF_BAND_25_MIMO_TCI_MAXNUM_PERBWP_DS
317006962,UECAPA_NR_RF_BAND_25_MIMO_PUSCH_COHER_DS
670981979,UECAPA_NR_RF_BAND_25_MIMO_MAXNUM_RXBEAM_DS
3626050422,UECAPA_NR_RF_BAND_25_MIMO_MAXNUM_NONGRP_BEAMREPORT_DS
1807948132,UECAPA_NR_RF_BAND_25_MIMO_ULBEAM_MAXNUM_SRSRSCE_DS
1967412863,UECAPA_NR_RF_BAND_25_MIMO_ULBEAM_MAXNUM_SRSSET_DS
3143434508,UECAPA_NR_RF_BAND_25_MIMO_MAXNUM_CSIRS_BFD_DS
3217224812,UECAPA_NR_RF_BAND_25_MIMO_MAXNUM_SSBBFD_DS
564648742,UECAPA_NR_RF_BAND_25_MIMO_MAXNUM_CSIRS_SSBCBD_DS
197853054,UECAPA_NR_RF_BAND_25_MIMO_MAXNUM_SIMUL_SRSPERCC_DS
738785377,UECAPA_NR_RF_BAND_25_MIMO_BEAMREPORT_TIME15KHZ_DS
1008062651,UECAPA_NR_RF_BAND_25_MIMO_BEAMREPORT_TIME30KHZ_DS
1962270431,UECAPA_NR_RF_BAND_25_MIMO_BEAMREPORT_TIME60KHZ_DS
1086960964,UECAPA_NR_RF_BAND_25_MIMO_BEAMREPORT_TIME120KHZ_DS
2608398089,UECAPA_NR_RF_BAND_25_MIMO_BEAMMGT_MAXNUM_SSBCSIRS_ONETX_DS
1656168994,UECAPA_NR_RF_BAND_25_MIMO_BEAMMGT_MAXNUM_CSIRS_TWOTX_DS
2968652137,UECAPA_NR_RF_BAND_25_MIMO_BEAMMGT_CSIRS_DENSITY_DS
2683010854,UECAPA_NR_RF_BAND_25_MIMO_BEAMMGT_MAXNUM_CSIRS_RSCE_DS
1579527084,UECAPA_NR_RF_BAND_25_MIMO_BEAMMGT_MAXNUM_ACSIRS_RSCE_DS
3282889179,UECAPA_NR_RF_BAND_25_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_15KHZ_DS
3551641857,UECAPA_NR_RF_BAND_25_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_30KHZ_DS
2605829989,UECAPA_NR_RF_BAND_25_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_60KHZ_DS
1804749767,UECAPA_NR_RF_BAND_25_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_120KHZ_DS
2490400389,UECAPA_NR_RF_BAND_25_MIMO_MAXNUM_RXTXBEAM_SWITCHDL_240KHZ_DS
2871207087,UECAPA_NR_RF_BAND_25_MIMO_CSIRS_TRACK_BURSTLEN_DS
820584937,UECAPA_NR_RF_BAND_25_MIMO_CSIRS_TRACK_MAX_SIMUL_RSETS_PERCC_DS
